,Start,End,DeltaBz,Duration,MeanVx
211,2020-08-26 13:31:13.250,2020-08-26 13:31:21.250,2.1614993,8.0,-217.2678985595703
212,2020-08-26 20:25:10.750,2020-08-26 20:25:12.750,-1.1446955,2.0,315.78302001953125
213,2020-08-26 20:27:26.750,2020-08-26 20:27:32.750,-2.6082067,6.0,266.6688842773437
214,2020-08-26 21:46:46.250,2020-08-26 21:46:54.250,3.2320733,8.0,-268.8551940917969
215,2020-08-26 21:56:38.750,2020-08-26 21:56:40.750,1.8389128,2.0,-255.568115234375
216,2020-08-26 22:54:42.750,2020-08-26 22:54:44.750,-12.193905,2.0,509.9557495117188
217,2020-08-26 22:57:03.750,2020-08-26 22:57:05.750,-7.930336,2.0,400.0728759765625
218,2020-08-27 00:52:20.250,2020-08-27 00:52:28.750,-8.654449,8.5,334.7834167480469
219,2020-08-27 02:21:33.750,2020-08-27 02:21:41.750,4.590534,8.0,-460.4696044921875
220,2020-08-27 02:59:42.250,2020-08-27 02:59:46.250,-3.5642102,4.0,780.274169921875
221,2020-08-27 03:37:35.750,2020-08-27 03:37:39.750,-3.5362318,4.0,645.9871215820312
222,2020-08-27 04:10:49.750,2020-08-27 04:11:00.750,-7.9907527,11.0,188.0072021484375
223,2020-08-27 04:16:18.750,2020-08-27 04:16:22.750,-1.6582284,4.0,702.7884521484375
224,2020-08-29 10:00:33.750,2020-08-29 10:00:37.750,-16.264414,4.0,125.12515258789062
225,2020-08-29 10:17:31.250,2020-08-29 10:17:35.750,-5.9039607,4.5,130.83836364746094
226,2020-08-29 19:17:02.250,2020-08-29 19:17:05.250,-8.023581,3.0,742.7039794921875
227,2020-08-30 05:46:02.250,2020-08-30 05:46:04.750,-3.3826432,2.5,515.5835571289062
228,2020-08-30 05:46:26.250,2020-08-30 05:46:29.250,-1.7582636,3.0,509.6524963378906
229,2020-08-30 05:52:50.250,2020-08-30 05:52:53.750,-9.774235,3.5,778.4611206054688
230,2020-08-31 02:40:02.750,2020-08-31 02:40:10.750,3.1985106,8.0,-379.18743896484375
231,2020-09-02 06:44:15.250,2020-09-02 06:44:20.750,-7.5919003,5.5,409.2040710449219
232,2020-09-02 08:19:44.750,2020-09-02 08:19:49.250,-0.95054996,4.5,88.21305084228516
233,2020-09-02 08:21:16.750,2020-09-02 08:21:23.750,-0.52523106,7.0,70.85594177246094
234,2020-09-02 21:10:34.250,2020-09-02 21:10:38.250,-2.553889,4.0,194.1793365478516
235,2020-09-05 09:32:57.750,2020-09-05 09:33:06.750,-3.8339577,9.0,40.768314361572266
236,2020-09-05 11:50:45.250,2020-09-05 11:50:49.250,-9.185743,4.0,451.10247802734375
237,2020-09-14 03:54:45.750,2020-09-14 03:54:50.750,-2.0231838,5.0,73.4947509765625
238,2021-07-14 13:01:08.750,2021-07-14 13:01:11.750,-3.5929794,3.0,206.9456787109375
239,2021-07-14 13:14:36.750,2021-07-14 13:14:48.750,7.9587183,12.0,-46.90913772583008
240,2021-07-21 13:19:07.250,2021-07-21 13:19:15.750,-8.8955965,8.5,380.6139831542969
241,2021-07-23 10:58:59.750,2021-07-23 10:59:05.250,2.0490918,5.5,-26.521160125732425
242,2021-08-22 06:31:22.750,2021-08-22 06:31:34.750,-2.6043413,12.0,213.1259765625
